ID,text_original,target_original,text_clean,target_clean,stance,stance_id,sentiment,sentiment_id,sarcasm,sarcasm_id,favor_reason,against_reason,none_reason,model_input,target_id,text,target,stance:confidence,sarcasm:confidence,sentiment:confidence,datetime,Date,true_label,pred_label,p_against,p_none,p_favor,fold,true_name,pred_name
1976,هذا #تعطيل_رقمي وليس #التحول_الرقمي 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️ حقيقة مع مشاهدتي لكثير من المشاكل في تجربة المستخدم على مستوى الوزارات بميزانياتها وفرق عملها    يزيد احترامي أكثر وأكثر لكل الشركات الناشئة الرائعة المحلية والتي تهتم بتجربة العميل وتحرص على تحسينها في ظل محدودية الموارد  ولو حبة حبة 🐢 URL,Digital Transformation,هذا #تعطيل رقمي وليس #التحول الرقمي 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️ حقيقة مع مشاهدتي لكثير من المشاكل في تجربة المستخدم علي مستوي الوزارات بميزانياتها وفرق عملها يزيد احترامي اكثر واكثر لكل الشركات الناشئة الرائعة المحلية والتي تهتم بتجربة العميل وتحرص علي تحسينها في ظل محدودية الموارد ولو حبة حبة 🐢,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: هذا #تعطيل رقمي وليس #التحول الرقمي 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️ حقيقة مع مشاهدتي لكثير من المشاكل في تجربة المستخدم علي مستوي الوزارات بميزانياتها وفرق عملها يزيد احترامي اكثر واكثر لكل الشركات الناشئة الرائعة المحلية والتي تهتم بتجربة العميل وتحرص علي تحسينها في ظل محدودية الموارد ولو حبة حبة 🐢,,,,,,,,,0,2,0.035461426,0.00021803379,0.96435547,3,Against,Favor
2001, والله فيه استثناءات السنة ذي كورونا ومو كل الناس مناعتهم قوية   مثل تطعيم الحج ضروري حتى لو المناعة قوية,Covid Vaccine,والله فيه استثناءات السنة ذي كورونا ومو كل الناس مناعتهم قوية مثل تطعيم الحج ضروري حتي لو المناعة قوية,Covid Vaccine,,1,Neutral,1,No,0,,,Not clear,Target: Covid Vaccine Text: والله فيه استثناءات السنة ذي كورونا ومو كل الناس مناعتهم قوية مثل تطعيم الحج ضروري حتي لو المناعة قوية,,,,,,,,,1,2,0.00037908554,0.0005021095,0.99902344,3,None,Favor
2007, بعيدين كل البعد عن التحول الرقمي  وخدماتكم مجرد الكترونية دون انجاز ولا جودة  اقترح قبل التحول الرقمي اعادة هيكلة وقيادات ومن ثم تحول رقمي  من اسوء الشركات التي تعاملت معها محليا وعالميا,Digital Transformation,بعيدين كل البعد عن التحول الرقمي وخدماتكم مجرد الكترونية دون انجاز ولا جودة اقترح قبل التحول الرقمي اعادة هيكلة وقيادات ومن ثم تحول رقمي من اسوء الشركات التي تعاملت معها محليا وعالميا,Digital Transformation,Favor,2,Positive,2,No,0,F_Explicit,,,Target: Digital Transformation Text: بعيدين كل البعد عن التحول الرقمي وخدماتكم مجرد الكترونية دون انجاز ولا جودة اقترح قبل التحول الرقمي اعادة هيكلة وقيادات ومن ثم تحول رقمي من اسوء الشركات التي تعاملت معها محليا وعالميا,,,,,,,,,2,0,0.7084961,0.0005531311,0.29077148,3,Favor,Against
2057,  التحول الإلكتروني  أقترح أن تكون فيه جلسة مصارحة  وتقصي لحقيقة الواقع  ومدى فاعليته لدى المتعاملين معه!,Digital Transformation,التحول الالكتروني اقترح ان تكون فيه جلسة مصارحة وتقصي لحقيقة الواقع ومدي فاعليته لدي المتعاملين معه!,Digital Transformation,,1,Negative,0,No,0,,,Not clear,Target: Digital Transformation Text: التحول الالكتروني اقترح ان تكون فيه جلسة مصارحة وتقصي لحقيقة الواقع ومدي فاعليته لدي المتعاملين معه!,,,,,,,,,1,0,0.99853516,0.00029730797,0.00097322464,3,None,Against
2088,خلال فترة التحول إلى التعلم الإلكتروني.. #جامعة_الملك_خالد تعتمد وسائل تقييم بديلة لطلابها بدلاً من الاختبارات  URL URL,Digital Transformation,خلال فترة التحول الي التعلم الالكتروني.. #جامعة الملك خالد تعتمد وسائل تقييم بديلة لطلابها بدلاً من الاختبارات,Digital Transformation,Favor,2,Neutral,1,No,0,F_Explicit,,,Target: Digital Transformation Text: خلال فترة التحول الي التعلم الالكتروني.. #جامعة الملك خالد تعتمد وسائل تقييم بديلة لطلابها بدلاً من الاختبارات,,,,,,,,,2,1,0.002155304,0.94433594,0.053741455,3,Favor,None
2130, اسباب كثيرة تمنعهم من التحول التقني في الانتخابات من ضمنها الخوف من الإختراق الأمني وايضا وجود الكثير من الأمريكان من كبار السن وذوي الاحتياجات الخاصة لا يستطيعون استخدام التقنية.,Digital Transformation,اسباب كثيرة تمنعهم من التحول التقني في الانتخابات من ضمنها الخوف من الاختراق الامني وايضا وجود الكثير من الامريكان من كبار السن وذوي الاحتياجات الخاصة لا يستطيعون استخدام التقنية.,Digital Transformation,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Digital Transformation Text: اسباب كثيرة تمنعهم من التحول التقني في الانتخابات من ضمنها الخوف من الاختراق الامني وايضا وجود الكثير من الامريكان من كبار السن وذوي الاحتياجات الخاصة لا يستطيعون استخدام التقنية.,,,,,,,,,0,2,0.041748047,0.09832764,0.8598633,3,Against,Favor
2148,في ظل التطور الرقمي الهائل وسهولة الاختراق الإلكتروني  كن حذرا على بياناتك وسجلاتك على  الإنترنت. #التواصل_الاجتماعي #التحول_الرقمي URL,Digital Transformation,في ظل التطور الرقمي الهائل وسهولة الاختراق الالكتروني كن حذرا علي بياناتك وسجلاتك علي الانترنت. #التواصل الاجتماعي #التحول الرقمي,Digital Transformation,,1,Negative,0,No,0,,,Not clear,Target: Digital Transformation Text: في ظل التطور الرقمي الهائل وسهولة الاختراق الالكتروني كن حذرا علي بياناتك وسجلاتك علي الانترنت. #التواصل الاجتماعي #التحول الرقمي,,,,,,,,,1,2,0.017608643,0.012779236,0.96972656,3,None,Favor
2150,     انا مو موظفه و لا طالبه وخذيته عن قناعه ولعلمك زوجي جته كورونا ومو ماخذ تطعيم وبغى يموت وانا معه بنفس البيت و بنفس الغرفه وحامل ومطعمه والحمدلله ما صابني منه ولاشي انتي براحتك منتي مجبوره تطعمي,Covid Vaccine,انا مو موظفه و لا طالبه وخذيته عن قناعه ولعلمك زوجي جته كورونا ومو ماخذ تطعيم وبغي يموت وانا معه بنفس البيت و بنفس الغرفه وحامل ومطعمه والحمدلله ما صابني منه ولاشي انتي براحتك منتي مجبوره تطعمي,Covid Vaccine,Favor,2,Neutral,1,No,0,F_Explicit,,,Target: Covid Vaccine Text: انا مو موظفه و لا طالبه وخذيته عن قناعه ولعلمك زوجي جته كورونا ومو ماخذ تطعيم وبغي يموت وانا معه بنفس البيت و بنفس الغرفه وحامل ومطعمه والحمدلله ما صابني منه ولاشي انتي براحتك منتي مجبوره تطعمي,,,,,,,,,2,0,0.99853516,0.0011606216,0.00045967102,3,Favor,Against
2170,التحول الرقمي في الخدمات الحكومية وشركات الخدمات أمر جيد . ولكن الأمر السيء  هو الضعف التقني الذي تعاني منه اغلب الوزارت وشركات الخدمات.  تعطيل مصالح الناس بحجة اتمام العمليات الكترونياً من خلال مواقع معطلة أو غير قادرة على استيعاب اعداد المستخدمين أمر غاية في السوء ولم يعد يطاق.,Digital Transformation,التحول الرقمي في الخدمات الحكومية وشركات الخدمات امر جيد . ولكن الامر السيء هو الضعف التقني الذي تعاني منه اغلب الوزارت وشركات الخدمات. تعطيل مصالح الناس بحجة اتمام العمليات الكترونياً من خلال مواقع معطلة او غير قادرة علي استيعاب اعداد المستخدمين امر غاية في السوء ولم يعد يطاق.,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: التحول الرقمي في الخدمات الحكومية وشركات الخدمات امر جيد . ولكن الامر السيء هو الضعف التقني الذي تعاني منه اغلب الوزارت وشركات الخدمات. تعطيل مصالح الناس بحجة اتمام العمليات الكترونياً من خلال مواقع معطلة او غير قادرة علي استيعاب اعداد المستخدمين امر غاية في السوء ولم يعد يطاق.,,,,,,,,,0,2,0.18041992,0.000808239,0.81884766,3,Against,Favor
2180,في عصر ما قبل التحول الرقمي وصلنا الي متوسط زمني ساعات و حاليا نتباهي انها أيام و الله ده تحول ورقي ممكن مش رقمي.,Digital Transformation,في عصر ما قبل التحول الرقمي وصلنا الي متوسط زمني ساعات و حاليا نتباهي انها ايام و الله ده تحول ورقي ممكن مش رقمي.,Digital Transformation,Favor,2,Neutral,1,No,0,F_Explicit,,,Target: Digital Transformation Text: في عصر ما قبل التحول الرقمي وصلنا الي متوسط زمني ساعات و حاليا نتباهي انها ايام و الله ده تحول ورقي ممكن مش رقمي.,,,,,,,,,2,0,0.8125,0.1829834,0.004673004,3,Favor,Against
2190, الله يعافيك حبيت أسال تطعيم كورونا الزامي علينا كمعلمات  وأنا لا ارغب بالتطعيم,Covid Vaccine,الله يعافيك حبيت اسال تطعيم كورونا الزامي علينا كمعلمات وانا لا ارغب بالتطعيم,Covid Vaccine,Against,0,Negative,0,No,0,,A_Explicit,,Target: Covid Vaccine Text: الله يعافيك حبيت اسال تطعيم كورونا الزامي علينا كمعلمات وانا لا ارغب بالتطعيم,,,,,,,,,0,1,0.3840332,0.6147461,0.0011281967,3,Against,None
2234,كما ان التحول التقني للصحافة لن يشفع لها دون مواكبة لقضايا المواطن والجمهور عموما.. صحافة العلاقات العامه لم يعد لها مكان اليوم. تطابق المضامين الصحفية افقد الجمهور الثقة في صحافته,Digital Transformation,كما ان التحول التقني للصحافة لن يشفع لها دون مواكبة لقضايا المواطن والجمهور عموما.. صحافة العلاقات العامه لم يعد لها مكان اليوم. تطابق المضامين الصحفية افقد الجمهور الثقة في صحافته,Digital Transformation,,1,Negative,0,Yes,1,,,Not clear,Target: Digital Transformation Text: كما ان التحول التقني للصحافة لن يشفع لها دون مواكبة لقضايا المواطن والجمهور عموما.. صحافة العلاقات العامه لم يعد لها مكان اليوم. تطابق المضامين الصحفية افقد الجمهور الثقة في صحافته,,,,,,,,,1,0,0.9975586,0.00090789795,0.0013237,3,None,Against
2244, اذا انت مطعم وماخذ جرعاتك و ماخذ جرعة التعزيز  و حسب كلام الدكاترة و الخبراء و غيرهم ما عليك خوف من كورونا و متحوراتها . ايش خوفك مني اذا ما خذيت تطعيم . ؟؟؟,Covid Vaccine,اذا انت مطعم وماخذ جرعاتك و ماخذ جرعة التعزيز و حسب كلام الدكاترة و الخبراء و غيرهم ما عليك خوف من كورونا و متحوراتها . ايش خوفك مني اذا ما خذيت تطعيم . ؟؟,Covid Vaccine,,1,Neutral,1,No,0,,,Not clear,Target: Covid Vaccine Text: اذا انت مطعم وماخذ جرعاتك و ماخذ جرعة التعزيز و حسب كلام الدكاترة و الخبراء و غيرهم ما عليك خوف من كورونا و متحوراتها . ايش خوفك مني اذا ما خذيت تطعيم . ؟؟,,,,,,,,,1,2,0.074279785,0.00072288513,0.9248047,3,None,Favor
2259,ومن هم تجار المخدرات الحقيقيين في هذا العالم   أم أنهم يعلمون وكالعادة يمارسون الدجل عبر الاعلام والذباب الالكتروني   كما سارعب بعض الأنظمة بامتداح جيوشها بزعم أنها منعت بلادها من التحول صوب النموذج الطالباني  (9),Digital Transformation,ومن هم تجار المخدرات الحقيقيين في هذا العالم ام انهم يعلمون وكالعادة يمارسون الدجل عبر الاعلام والذباب الالكتروني كما سارعب بعض الانظمة بامتداح جيوشها بزعم انها منعت بلادها من التحول صوب النموذج الطالباني (9),Digital Transformation,Favor,2,Positive,2,No,0,F_Explicit,,,Target: Digital Transformation Text: ومن هم تجار المخدرات الحقيقيين في هذا العالم ام انهم يعلمون وكالعادة يمارسون الدجل عبر الاعلام والذباب الالكتروني كما سارعب بعض الانظمة بامتداح جيوشها بزعم انها منعت بلادها من التحول صوب النموذج الطالباني (9),,,,,,,,,2,1,0.41723633,0.50341797,0.0791626,3,Favor,None
2263,إدارة بايدن تدعم رفع الحماية الفكرية عن تطعيم كورونا لتشجيع إنتاجه عالميا  وين أصحاب نظرية المؤامرات عن السالفة كلها تجارة وشركات أدوية وامتصاص الأموال  🤔🤔🤔 ,Covid Vaccine,ادارة بايدن تدعم رفع الحماية الفكرية عن تطعيم كورونا لتشجيع انتاجه عالميا وين اصحاب نظرية المؤامرات عن السالفة كلها تجارة وشركات ادوية وامتصاص الاموال 🤔🤔,Covid Vaccine,Favor,2,Neutral,1,No,0,F_Implicit,,,Target: Covid Vaccine Text: ادارة بايدن تدعم رفع الحماية الفكرية عن تطعيم كورونا لتشجيع انتاجه عالميا وين اصحاب نظرية المؤامرات عن السالفة كلها تجارة وشركات ادوية وامتصاص الاموال 🤔🤔,,,,,,,,,2,0,0.83154297,0.0004107952,0.16784668,3,Favor,Against
2378,من بعد التحول الالكتروني اللي صار  -نوعا ما-توقعت نتحسن في تطوير المنظومة التعليم #  توقعت نقلل ورقيات ونركز استراتيحيات توقعت نقلل كميات ونركز جودة  توقعت نقلل تلقين ونزيد تجربة الطالب  اللي حصل زادت أحمال المعلمين  وكل يوم قرار يثقل كاهل المعلم. URL,Digital Transformation,من بعد التحول الالكتروني اللي صار -نوعا ما-توقعت نتحسن في تطوير المنظومة التعليم # توقعت نقلل ورقيات ونركز استراتيحيات توقعت نقلل كميات ونركز جودة توقعت نقلل تلقين ونزيد تجربة الطالب اللي حصل زادت احمال المعلمين وكل يوم قرار يثقل كاهل المعلم.,Digital Transformation,Favor,2,Positive,2,No,0,F_Explicit,,,Target: Digital Transformation Text: من بعد التحول الالكتروني اللي صار -نوعا ما-توقعت نتحسن في تطوير المنظومة التعليم # توقعت نقلل ورقيات ونركز استراتيحيات توقعت نقلل كميات ونركز جودة توقعت نقلل تلقين ونزيد تجربة الطالب اللي حصل زادت احمال المعلمين وكل يوم قرار يثقل كاهل المعلم.,,,,,,,,,2,0,0.9995117,0.00025558472,0.0003569126,3,Favor,Against
2408, وكان فيه انسانة ما اخذت التطعيم وجالسة مع ناس مو مطعمين جتها كورونا وظهرت عليها الأعراض اول وحدة والباقي لا  قصة ثانية وحدة من جماعتنا مااخذت تطعيم جا للي معها بالبيت كورونا وخالطتهم وقامت فيهم وتطبخ لهم  وتعتني فيهم بدون كمام بدون شي ولا جاه,Covid Vaccine,وكان فيه انسانة ما اخذت التطعيم وجالسة مع ناس مو مطعمين جتها كورونا وظهرت عليها الاعراض اول وحدة والباقي لا قصة ثانية وحدة من جماعتنا مااخذت تطعيم جا للي معها بالبيت كورونا وخالطتهم وقامت فيهم وتطبخ لهم وتعتني فيهم بدون كمام بدون شي ولا جاه,Covid Vaccine,,1,Neutral,1,No,0,,,Not clear,Target: Covid Vaccine Text: وكان فيه انسانة ما اخذت التطعيم وجالسة مع ناس مو مطعمين جتها كورونا وظهرت عليها الاعراض اول وحدة والباقي لا قصة ثانية وحدة من جماعتنا مااخذت تطعيم جا للي معها بالبيت كورونا وخالطتهم وقامت فيهم وتطبخ لهم وتعتني فيهم بدون كمام بدون شي ولا جاه,,,,,,,,,1,0,0.99365234,0.0044822693,0.0017814636,3,None,Against
2409,كورونا صار له سنة ولي الحين الناس تؤمن بالمؤامرة وان الدكاترة اهما اللي قاعد يذبحون الناس مو المرض وان التطعيم خطة للسيطرة على العالم 😫  زين ليش ما سيطرو علينا بالتطعيمات اللي ناخذها من أول يوم بحياتنا ليش أصنع فيروس عشان أصنع تطعيم أتحكم فيه بالناس  قوى الشر ما تعرف تخطط! 😅,Covid Vaccine,كورونا صار له سنة ولي الحين الناس تؤمن بالمؤامرة وان الدكاترة اهما اللي قاعد يذبحون الناس مو المرض وان التطعيم خطة للسيطرة علي العالم 😫 زين ليش ما سيطرو علينا بالتطعيمات اللي ناخذها من اول يوم بحياتنا ليش اصنع فيروس عشان اصنع تطعيم اتحكم فيه بالناس قوي الشر ما تعرف تخطط! 😅,Covid Vaccine,Favor,2,Negative,0,No,0,F_Implicit,,,Target: Covid Vaccine Text: كورونا صار له سنة ولي الحين الناس تؤمن بالمؤامرة وان الدكاترة اهما اللي قاعد يذبحون الناس مو المرض وان التطعيم خطة للسيطرة علي العالم 😫 زين ليش ما سيطرو علينا بالتطعيمات اللي ناخذها من اول يوم بحياتنا ليش اصنع فيروس عشان اصنع تطعيم اتحكم فيه بالناس قوي الشر ما تعرف تخطط! 😅,,,,,,,,,2,0,0.9995117,0.00013792515,0.00021529198,3,Favor,Against
2475,MENTION MENTION مافيه تطعيم بالعالم يحمي ١٠٠٪ ولا يقوله مسلم  كل شي بأمر الله  لكن كورونا وكل التطعيمات تعطيك حمايه بنسبة كبيرة وتقلل نسبة المخاطر والاصابة هذا كفيل اننا نتجه للتطعيم  وتفعل بالأسباب انا طعمت بالانلفونزا وأصابني لكن خفيفة هنا العبرة هل احارب التطعيم؟ واقول كذب,Covid Vaccine,مستخدم مستخدم مافيه تطعيم بالعالم يحمي ١٠٠٪ ولا يقوله مسلم كل شي بامر الله لكن كورونا وكل التطعيمات تعطيك حمايه بنسبة كبيرة وتقلل نسبة المخاطر والاصابة هذا كفيل اننا نتجه للتطعيم وتفعل بالاسباب انا طعمت بالانلفونزا واصابني لكن خفيفة هنا العبرة هل احارب التطعيم؟ واقول كذب,Covid Vaccine,Favor,2,Neutral,1,No,0,F_Explicit,,,Target: Covid Vaccine Text: مستخدم مستخدم مافيه تطعيم بالعالم يحمي ١٠٠٪ ولا يقوله مسلم كل شي بامر الله لكن كورونا وكل التطعيمات تعطيك حمايه بنسبة كبيرة وتقلل نسبة المخاطر والاصابة هذا كفيل اننا نتجه للتطعيم وتفعل بالاسباب انا طعمت بالانلفونزا واصابني لكن خفيفة هنا العبرة هل احارب التطعيم؟ واقول كذب,,,,,,,,,2,0,0.58935547,0.000729084,0.4099121,3,Favor,Against
2483, هذا العام ليس كالاعوام السابقة  فقد انقطع الطلبة عن التعليم المباشر لعام ونصف تقريبا  ونتج عن التحول للتعليم الإلكتروني فاقد أكثر من السابق خاصة طلبة المرحلة الأولى,Digital Transformation,هذا العام ليس كالاعوام السابقة فقد انقطع الطلبة عن التعليم المباشر لعام ونصف تقريبا ونتج عن التحول للتعليم الالكتروني فاقد اكثر من السابق خاصة طلبة المرحلة الاولي,Digital Transformation,Favor,2,Positive,2,No,0,F_Explicit,,,Target: Digital Transformation Text: هذا العام ليس كالاعوام السابقة فقد انقطع الطلبة عن التعليم المباشر لعام ونصف تقريبا ونتج عن التحول للتعليم الالكتروني فاقد اكثر من السابق خاصة طلبة المرحلة الاولي,,,,,,,,,2,1,0.22607422,0.73876953,0.035186768,3,Favor,None
2651,عدد الوفيات في أمريكا انخفض جدا رغم أنها كانت من البلاد المنكوبة بوباء #كورونا  في أول مرحلة بسبب انهم عملو اضخم حملة تطعيم في العالم لدرجة إنهم كانو بيدو اللقاح للمواطنين في الشوارع والمواصلات.. بالمناسبة أمريكا عددها يفرق ٤٠٠ مليون,Covid Vaccine,عدد الوفيات في امريكا انخفض جدا رغم انها كانت من البلاد المنكوبة بوباء #كورونا في اول مرحلة بسبب انهم عملو اضخم حملة تطعيم في العالم لدرجة انهم كانو بيدو اللقاح للمواطنين في الشوارع والمواصلات.. بالمناسبة امريكا عددها يفرق ٤٠٠ مليون,Covid Vaccine,Favor,2,Positive,2,No,0,F_Explicit,,,Target: Covid Vaccine Text: عدد الوفيات في امريكا انخفض جدا رغم انها كانت من البلاد المنكوبة بوباء #كورونا في اول مرحلة بسبب انهم عملو اضخم حملة تطعيم في العالم لدرجة انهم كانو بيدو اللقاح للمواطنين في الشوارع والمواصلات.. بالمناسبة امريكا عددها يفرق ٤٠٠ مليون,,,,,,,,,2,1,0.05355835,0.7290039,0.21728516,3,Favor,None
2657, الأراشيف والسجلات الورقية الرسمية؛ فيها الكثير من التفاصيل التي تُدرَس.  نأمل عدم تلفها مع التحول التقني.,Digital Transformation,الاراشيف والسجلات الورقية الرسمية؛ فيها الكثير من التفاصيل التي تُدرَس. نامل عدم تلفها مع التحول التقني.,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: الاراشيف والسجلات الورقية الرسمية؛ فيها الكثير من التفاصيل التي تُدرَس. نامل عدم تلفها مع التحول التقني.,,,,,,,,,0,2,0.00021231174,0.00035476685,0.9995117,3,Against,Favor
2722,   أمر مؤسف. حتى بعد التحول التقني لا بد ان نتربط بمن يقضي اجازته وتتعطل الاعمال.,Digital Transformation,امر مؤسف. حتي بعد التحول التقني لا بد ان نتربط بمن يقضي اجازته وتتعطل الاعمال.,Digital Transformation,,1,Negative,0,No,0,,,Not clear,Target: Digital Transformation Text: امر مؤسف. حتي بعد التحول التقني لا بد ان نتربط بمن يقضي اجازته وتتعطل الاعمال.,,,,,,,,,1,0,0.9902344,0.0005288124,0.009162903,3,None,Against
2854,MENTION الموضوع أبسط من ماهو عليه الله أعطانا مناعة اقوى وأفضل من مية مليون تطعيم يجب علينا دعمها وتقويتها بالاكل الصحي والرياضة والأعشاب والتنفس وهذيك الساعة كورونا ماراح تأثر عليك ابدا ابدا باذن الله,Covid Vaccine,مستخدم الموضوع ابسط من ماهو عليه الله اعطانا مناعة اقوي وافضل من مية مليون تطعيم يجب علينا دعمها وتقويتها بالاكل الصحي والرياضة والاعشاب والتنفس وهذيك الساعة كورونا ماراح تاثر عليك ابدا ابدا باذن الله,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Covid Vaccine Text: مستخدم الموضوع ابسط من ماهو عليه الله اعطانا مناعة اقوي وافضل من مية مليون تطعيم يجب علينا دعمها وتقويتها بالاكل الصحي والرياضة والاعشاب والتنفس وهذيك الساعة كورونا ماراح تاثر عليك ابدا ابدا باذن الله,,,,,,,,,0,2,0.06518555,0.0005226135,0.93408203,3,Against,Favor
2901, المقارنة غير منطقية   السوق الهندي والأمريكي بالضخامة التي يمكن فيها النجاح بإطلاق منتج رقمي وبناء قاعدة عملاء والتوسع (scalability) في قطاع الأعمال B2B   بينما عدد الشركات السعودية التي نجحت في رحلة التحول الرقمي محدود جدا   وبقية الشركات الصغ,Digital Transformation,المقارنة غير منطقية السوق الهندي والامريكي بالضخامة التي يمكن فيها النجاح باطلاق منتج رقمي وبناء قاعدة عملاء والتوسع (scalability) في قطاع الاعمال B2B بينما عدد الشركات السعودية التي نجحت في رحلة التحول الرقمي محدود جدا وبقية الشركات الصغ,Digital Transformation,,1,Neutral,1,No,0,,,Not clear,Target: Digital Transformation Text: المقارنة غير منطقية السوق الهندي والامريكي بالضخامة التي يمكن فيها النجاح باطلاق منتج رقمي وبناء قاعدة عملاء والتوسع (scalability) في قطاع الاعمال B2B بينما عدد الشركات السعودية التي نجحت في رحلة التحول الرقمي محدود جدا وبقية الشركات الصغ,,,,,,,,,1,2,0.10119629,0.03375244,0.8652344,3,None,Favor
2908,لي 17 سنه بقول لكم... يجب التحول إلى النظام الإلكتروني... وانتو رافضين... وكمان بتحاربوا فيا... يا متخلفين... جاء وقت الحساب.,Digital Transformation,لي 17 سنه بقول لكم.. يجب التحول الي النظام الالكتروني.. وانتو رافضين.. وكمان بتحاربوا فيا.. يا متخلفين.. جاء وقت الحساب.,Digital Transformation,Favor,2,Neutral,1,No,0,F_Implicit,,,Target: Digital Transformation Text: لي 17 سنه بقول لكم.. يجب التحول الي النظام الالكتروني.. وانتو رافضين.. وكمان بتحاربوا فيا.. يا متخلفين.. جاء وقت الحساب.,,,,,,,,,2,0,0.7919922,0.00037026405,0.20776367,3,Favor,Against
2910,   ويش فائدة التعداد السكاني الإلكتروني؟ ليش ما يتم الاستعانه به؟  َوين بيانات وزارة الإسكان؟  وين التحول الرقمي؟,Digital Transformation,ويش فائدة التعداد السكاني الالكتروني؟ ليش ما يتم الاستعانه به؟ َوين بيانات وزارة الاسكان؟ وين التحول الرقمي؟,Digital Transformation,Favor,2,Negative,0,No,0,F_Explicit,,,Target: Digital Transformation Text: ويش فائدة التعداد السكاني الالكتروني؟ ليش ما يتم الاستعانه به؟ َوين بيانات وزارة الاسكان؟ وين التحول الرقمي؟,,,,,,,,,2,0,0.99609375,0.003856659,0.0002002716,3,Favor,Against
2945,الخدمة متاحة في الفروع (إربد  غرب إربد  الحصن  بني كنانه  الرمثا  المفرق  الصالحية  الزرقاء  الرصيفة  الرصيفة-الجبل الشمالي  حي معصوم  الهاشمية  العقبة  ماركا) #المحافظ_الإلكترونية #التحول_الإلكتروني #الدفع_الإلكتروني  #خدمات_مالية #خدمات_إلكترونية #FinTech #Microfinanace,Digital Transformation,الخدمة متاحة في الفروع (اربد غرب اربد الحصن بني كنانه الرمثا المفرق الصالحية الزرقاء الرصيفة الرصيفة-الجبل الشمالي حي معصوم الهاشمية العقبة ماركا) #المحافظ الالكترونية #التحول الالكتروني #الدفع الالكتروني #خدمات مالية #خدمات الكترونية #FinTech #Microfinanace,Digital Transformation,,1,Neutral,1,No,0,,,Not clear,Target: Digital Transformation Text: الخدمة متاحة في الفروع (اربد غرب اربد الحصن بني كنانه الرمثا المفرق الصالحية الزرقاء الرصيفة الرصيفة-الجبل الشمالي حي معصوم الهاشمية العقبة ماركا) #المحافظ الالكترونية #التحول الالكتروني #الدفع الالكتروني #خدمات مالية #خدمات الكترونية #FinTech #Microfinanace,,,,,,,,,1,2,0.00079107285,0.04058838,0.9584961,3,None,Favor
2969,شفيهم بعض الدكاترة زعلانين عشان زحمة المباراة ؟ مو على اساس بعد تطعيم ٧٠٪ خلاص مناعة مجتمعية وكل شي طبيعي؟ يعني تناقضون كلامكم و كل شوي فلم وبعدين لما يجذبونكم و ما يصدقونكم تزعلون و تقولون هذيل رجعيين ما يصدقون العلم!   #تطعيم_كورونا,Covid Vaccine,شفيهم بعض الدكاترة زعلانين عشان زحمة المباراة ؟ مو علي اساس بعد تطعيم ٧٠٪ خلاص مناعة مجتمعية وكل شي طبيعي؟ يعني تناقضون كلامكم و كل شوي فلم وبعدين لما يجذبونكم و ما يصدقونكم تزعلون و تقولون هذيل رجعيين ما يصدقون العلم! #تطعيم كورونا,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Covid Vaccine Text: شفيهم بعض الدكاترة زعلانين عشان زحمة المباراة ؟ مو علي اساس بعد تطعيم ٧٠٪ خلاص مناعة مجتمعية وكل شي طبيعي؟ يعني تناقضون كلامكم و كل شوي فلم وبعدين لما يجذبونكم و ما يصدقونكم تزعلون و تقولون هذيل رجعيين ما يصدقون العلم! #تطعيم كورونا,,,,,,,,,0,2,0.015045166,0.045196533,0.9399414,3,Against,Favor
3207,اعتقد وبلا مجاملة ان الحكومة استعجلت في الاعلان عن تطبيق سهل كونه غير جاهز وفيه الكثير من الاخطاء الفنية هذا بالاضافة الى عدم جاهزية العديد من الوزارات والهيئات لمواكبة وتحقيق الرؤية الحكومية في التحول الالكتروني لتسهيل الاجراءات #نصيحة  حاسبوا المقصرين #تطبيق_سهل,Digital Transformation,اعتقد وبلا مجاملة ان الحكومة استعجلت في الاعلان عن تطبيق سهل كونه غير جاهز وفيه الكثير من الاخطاء الفنية هذا بالاضافة الي عدم جاهزية العديد من الوزارات والهيئات لمواكبة وتحقيق الرؤية الحكومية في التحول الالكتروني لتسهيل الاجراءات #نصيحة حاسبوا المقصرين #تطبيق سهل,Digital Transformation,Favor,2,Positive,2,No,0,F_Explicit,,,Target: Digital Transformation Text: اعتقد وبلا مجاملة ان الحكومة استعجلت في الاعلان عن تطبيق سهل كونه غير جاهز وفيه الكثير من الاخطاء الفنية هذا بالاضافة الي عدم جاهزية العديد من الوزارات والهيئات لمواكبة وتحقيق الرؤية الحكومية في التحول الالكتروني لتسهيل الاجراءات #نصيحة حاسبوا المقصرين #تطبيق سهل,,,,,,,,,2,0,0.82958984,0.0007915497,0.1694336,3,Favor,Against
