ID,text_original,target_original,text_clean,target_clean,stance,stance_id,sentiment,sentiment_id,sarcasm,sarcasm_id,favor_reason,against_reason,none_reason,model_input,target_id,text,target,stance:confidence,sarcasm:confidence,sentiment:confidence,datetime,Date,true_label,pred_label,p_against,p_none,p_favor,fold
1577,هذا ماوصلن إليه النساء بفضل تمكين المرأة!  كثير من العاملات رفضن نمط العيش تحت ظِلّ رجل يكفي المرأة المهانة  وآثرن العمل على القرار لإعتقادهن أن الناصحون لهن عن فعل ذلك حسدة وذكوريين..  نسأل الله السلامة من البلاهة وإسترحْاص قيمة العِرض! URL,Women empowerment,هذا ماوصلن اليه النساء بفضل تمكين المراة! كثير من العاملات رفضن نمط العيش تحت ظِلّ رجل يكفي المراة المهانة واثرن العمل علي القرار لاعتقادهن ان الناصحون لهن عن فعل ذلك حسدة وذكوريين.. نسال الله السلامة من البلاهة واسترحْاص قيمة العِرض!,Women empowerment,Against,0,Negative,0,No,0,,A_Explicit,,Target: Women empowerment Text: هذا ماوصلن اليه النساء بفضل تمكين المراة! كثير من العاملات رفضن نمط العيش تحت ظِلّ رجل يكفي المراة المهانة واثرن العمل علي القرار لاعتقادهن ان الناصحون لهن عن فعل ذلك حسدة وذكوريين.. نسال الله السلامة من البلاهة واسترحْاص قيمة العِرض!,,,,,,,,,0,0,0.9995117,3.3438206e-05,0.0006246567,5
1680,وحتى الأعراض الجانبية مقارنة مثلا بحاجات زي حبوب منع الحمل أو التدخين أو حتى اللحوم المصنعة فهي نسبتها تعتبر قليلة لكن من حق الناس تفكر فيها وتوزن الريسك اللي فيه، إنما تقول تطعيم من المرض بيجيب المرض نفسه 😂 ده بتوع ال 5G بيجيب كورونا عندهم منطق عنك,Covid Vaccine,وحتي الاعراض الجانبية مقارنة مثلا بحاجات زي حبوب منع الحمل او التدخين او حتي اللحوم المصنعة فهي نسبتها تعتبر قليلة لكن من حق الناس تفكر فيها وتوزن الريسك اللي فيه، انما تقول تطعيم من المرض بيجيب المرض نفسه 😂 ده بتوع ال 5G بيجيب كورونا عندهم منطق عنك,Covid Vaccine,None,1,Negative,0,Yes,1,,,Not Related,Target: Covid Vaccine Text: وحتي الاعراض الجانبية مقارنة مثلا بحاجات زي حبوب منع الحمل او التدخين او حتي اللحوم المصنعة فهي نسبتها تعتبر قليلة لكن من حق الناس تفكر فيها وتوزن الريسك اللي فيه، انما تقول تطعيم من المرض بيجيب المرض نفسه 😂 ده بتوع ال 5G بيجيب كورونا عندهم منطق عنك,,,,,,,,,1,1,6.2048435e-05,1.0,0.00013160706,5
1680,وحتى الأعراض الجانبية مقارنة مثلا بحاجات زي حبوب منع الحمل أو التدخين أو حتى اللحوم المصنعة فهي نسبتها تعتبر قليلة لكن من حق الناس تفكر فيها وتوزن الريسك اللي فيه، إنما تقول تطعيم من المرض بيجيب المرض نفسه 😂 ده بتوع ال 5G بيجيب كورونا عندهم منطق عنك,Covid Vaccine,وحتى الأعراض الجانبية مقارنة مثلا بحاجات زي حبوب منع الحمل أو التدخين أو حتى اللحوم المصنعة فهي نسبتها تعتبر قليلة لكن من حق الناس تفكر فيها وتوزن الريسك اللي فيه، إنما تقول تطعيم من المرض بيجيب المرض نفسه 😂 ده بتوع ال 5G بيجيب كورونا عندهم منطق عنك,Covid Vaccine,None,1,Negative,0,Yes,1,,,Not Related,Target: Covid Vaccine Text: وحتى الأعراض الجانبية مقارنة مثلا بحاجات زي حبوب منع الحمل أو التدخين أو حتى اللحوم المصنعة فهي نسبتها تعتبر قليلة لكن من حق الناس تفكر فيها وتوزن الريسك اللي فيه، إنما تقول تطعيم من المرض بيجيب المرض نفسه 😂 ده بتوع ال 5G بيجيب كورونا عندهم منطق عنك,,وحتى الأعراض الجانبية مقارنة مثلا بحاجات زي حبوب منع الحمل أو التدخين أو حتى اللحوم المصنعة فهي نسبتها تعتبر قليلة لكن من حق الناس تفكر فيها وتوزن الريسك اللي فيه، إنما تقول تطعيم من المرض بيجيب المرض نفسه 😂 ده بتوع ال 5G بيجيب كورونا عندهم منطق عنك,Covid Vaccine,1.0,1.0,0.6548,2021-04-24 23:39:39+00:00,24/04/2021,1,1,0.0018749237,0.9970703,0.0008678436,1
1701,  هذا ما يريدونه الغرب الانجاس للبلاد انحلال و استهتار بإسم تمكين المرآة و دورها في المجتمع حتي يسهل عليهم ضرب عقيدتنا و عادتنا و تقليدنا,Women empowerment,هذا ما يريدونه الغرب الانجاس للبلاد انحلال و استهتار بإسم تمكين المرآة و دورها في المجتمع حتي يسهل عليهم ضرب عقيدتنا و عادتنا و تقليدنا,Women empowerment,Against,0,Negative,0,No,0,,A_Explicit,,Target: Women empowerment Text: هذا ما يريدونه الغرب الانجاس للبلاد انحلال و استهتار بإسم تمكين المرآة و دورها في المجتمع حتي يسهل عليهم ضرب عقيدتنا و عادتنا و تقليدنا,,  هذا ما يريدونه الغرب الانجاس للبلاد انحلال و استهتار بإسم تمكين المرآة و دورها في المجتمع حتي يسهل عليهم ضرب عقيدتنا و عادتنا و تقليدنا,Women empowerment,1.0,1.0,1.0,2021-03-17 15:56:21+00:00,17/03/2021,0,0,1.0,0.000114798546,5.7518482e-05,5
1701,  هذا ما يريدونه الغرب الانجاس للبلاد انحلال و استهتار بإسم تمكين المرآة و دورها في المجتمع حتي يسهل عليهم ضرب عقيدتنا و عادتنا و تقليدنا,Women empowerment,هذا ما يريدونه الغرب الانجاس للبلاد انحلال و استهتار باسم تمكين المراة و دورها في المجتمع حتي يسهل عليهم ضرب عقيدتنا و عادتنا و تقليدنا,Women empowerment,Against,0,Negative,0,No,0,,A_Explicit,,Target: Women empowerment Text: هذا ما يريدونه الغرب الانجاس للبلاد انحلال و استهتار باسم تمكين المراة و دورها في المجتمع حتي يسهل عليهم ضرب عقيدتنا و عادتنا و تقليدنا,,,,,,,,,0,0,1.0,8.648634e-05,7.456541e-05,5
1716, التحول التقني مثل موج البحر .. اذا لم تستعد للجديد من التقنية .. ستتلاعب بك امواج التقنيات .. والنتيجة تخبط إداري وانتاجية سيئة,Digital Transformation,التحول التقني مثل موج البحر .. اذا لم تستعد للجديد من التقنية .. ستتلاعب بك امواج التقنيات .. والنتيجة تخبط اداري وانتاجية سيئة,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: التحول التقني مثل موج البحر .. اذا لم تستعد للجديد من التقنية .. ستتلاعب بك امواج التقنيات .. والنتيجة تخبط اداري وانتاجية سيئة,,,,,,,,,0,0,0.9975586,0.0016088486,0.0010719299,4
1716, التحول التقني مثل موج البحر .. اذا لم تستعد للجديد من التقنية .. ستتلاعب بك امواج التقنيات .. والنتيجة تخبط إداري وانتاجية سيئة,Digital Transformation,التحول التقني مثل موج البحر .. اذا لم تستعد للجديد من التقنية .. ستتلاعب بك امواج التقنيات .. والنتيجة تخبط إداري وانتاجية سيئة,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: التحول التقني مثل موج البحر .. اذا لم تستعد للجديد من التقنية .. ستتلاعب بك امواج التقنيات .. والنتيجة تخبط إداري وانتاجية سيئة,, التحول التقني مثل موج البحر .. اذا لم تستعد للجديد من التقنية .. ستتلاعب بك امواج التقنيات .. والنتيجة تخبط إداري وانتاجية سيئة,Digital Transformation,1.0,1.0,1.0,2020-10-02 08:14:26+00:00,02/10/2020,0,0,0.98291016,0.015625,0.0016450882,3
1717,  فعلاً والله التحول الإلكتروني حلو ومريح ولكن ماذا سيحدث إذا فقدنا كل البيانات؟,Digital Transformation,فعلاً والله التحول الالكتروني حلو ومريح ولكن ماذا سيحدث اذا فقدنا كل البيانات؟,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: فعلاً والله التحول الالكتروني حلو ومريح ولكن ماذا سيحدث اذا فقدنا كل البيانات؟,,,,,,,,,0,0,0.99902344,0.00054073334,0.0002861023,2
1717,  فعلاً والله التحول الإلكتروني حلو ومريح ولكن ماذا سيحدث إذا فقدنا كل البيانات؟,Digital Transformation,فعلاً والله التحول الإلكتروني حلو ومريح ولكن ماذا سيحدث إذا فقدنا كل البيانات؟,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: فعلاً والله التحول الإلكتروني حلو ومريح ولكن ماذا سيحدث إذا فقدنا كل البيانات؟,,  فعلاً والله التحول الإلكتروني حلو ومريح ولكن ماذا سيحدث إذا فقدنا كل البيانات؟,Digital Transformation,0.4132,1.0,0.7721,2022-03-18 18:11:43+00:00,18/03/2022,0,0,1.0,0.00015354156,1.9013882e-05,5
1718, اسوأ خدمه الكترونيه و منظومه لا تحترم الطلاب المغتربين.. لسه عايشين في زمن الملفات و بيضيعوا جهد الطلاب بسفر و مشاوير.. ان مكنتوش قد التحول الإلكتروني رجعوها للعصر القديم.. بصراحه نظام تطفيش مش تعليم..,Digital Transformation,اسوا خدمه الكترونيه و منظومه لا تحترم الطلاب المغتربين.. لسه عايشين في زمن الملفات و بيضيعوا جهد الطلاب بسفر و مشاوير.. ان مكنتوش قد التحول الالكتروني رجعوها للعصر القديم.. بصراحه نظام تطفيش مش تعليم..,Digital Transformation,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Digital Transformation Text: اسوا خدمه الكترونيه و منظومه لا تحترم الطلاب المغتربين.. لسه عايشين في زمن الملفات و بيضيعوا جهد الطلاب بسفر و مشاوير.. ان مكنتوش قد التحول الالكتروني رجعوها للعصر القديم.. بصراحه نظام تطفيش مش تعليم..,,,,,,,,,0,0,0.9980469,0.00037550926,0.0017795563,4
1718, اسوأ خدمه الكترونيه و منظومه لا تحترم الطلاب المغتربين.. لسه عايشين في زمن الملفات و بيضيعوا جهد الطلاب بسفر و مشاوير.. ان مكنتوش قد التحول الإلكتروني رجعوها للعصر القديم.. بصراحه نظام تطفيش مش تعليم..,Digital Transformation,اسوأ خدمه الكترونيه و منظومه لا تحترم الطلاب المغتربين.. لسه عايشين في زمن الملفات و بيضيعوا جهد الطلاب بسفر و مشاوير.. ان مكنتوش قد التحول الإلكتروني رجعوها للعصر القديم.. بصراحه نظام تطفيش مش تعليم..,Digital Transformation,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Digital Transformation Text: اسوأ خدمه الكترونيه و منظومه لا تحترم الطلاب المغتربين.. لسه عايشين في زمن الملفات و بيضيعوا جهد الطلاب بسفر و مشاوير.. ان مكنتوش قد التحول الإلكتروني رجعوها للعصر القديم.. بصراحه نظام تطفيش مش تعليم..,, اسوأ خدمه الكترونيه و منظومه لا تحترم الطلاب المغتربين.. لسه عايشين في زمن الملفات و بيضيعوا جهد الطلاب بسفر و مشاوير.. ان مكنتوش قد التحول الإلكتروني رجعوها للعصر القديم.. بصراحه نظام تطفيش مش تعليم..,Digital Transformation,0.5969,0.5839,0.5874,2021-12-05 10:59:55+00:00,05/12/2021,0,0,0.9897461,0.0030536652,0.00712204,3
1727,MENTION ارجو  تكونون واضحين عن اسباب الوفاة . هل  بسبب اثار جانبية من التطعيم ؟ مو معقولة كلها من كورونا . قبل تطعيم ماكانت النسبة جذي الحين فرق   اعتقد السبب واضح   واتقوا الله!!,Covid Vaccine,MENTION ارجو  تكونون واضحين عن اسباب الوفاة . هل  بسبب اثار جانبية من التطعيم ؟ مو معقولة كلها من كورونا . قبل تطعيم ماكانت النسبة جذي الحين فرق   اعتقد السبب واضح   واتقوا الله!!,Covid Vaccine,Against,0,Negative,0,No,0,,A_Explicit,,Target: Covid Vaccine Text: MENTION ارجو  تكونون واضحين عن اسباب الوفاة . هل  بسبب اثار جانبية من التطعيم ؟ مو معقولة كلها من كورونا . قبل تطعيم ماكانت النسبة جذي الحين فرق   اعتقد السبب واضح   واتقوا الله!!,,MENTION ارجو  تكونون واضحين عن اسباب الوفاة . هل  بسبب اثار جانبية من التطعيم ؟ مو معقولة كلها من كورونا . قبل تطعيم ماكانت النسبة جذي الحين فرق   اعتقد السبب واضح   واتقوا الله!!,Covid Vaccine,1.0,1.0,0.6827,2021-07-07 01:41:03+00:00,07/07/2021,0,0,0.9863281,0.010879517,0.0029087067,3
1727,MENTION ارجو  تكونون واضحين عن اسباب الوفاة . هل  بسبب اثار جانبية من التطعيم ؟ مو معقولة كلها من كورونا . قبل تطعيم ماكانت النسبة جذي الحين فرق   اعتقد السبب واضح   واتقوا الله!!,Covid Vaccine,مستخدم ارجو تكونون واضحين عن اسباب الوفاة . هل بسبب اثار جانبية من التطعيم ؟ مو معقولة كلها من كورونا . قبل تطعيم ماكانت النسبة جذي الحين فرق اعتقد السبب واضح واتقوا الله!!,Covid Vaccine,Against,0,Negative,0,No,0,,A_Explicit,,Target: Covid Vaccine Text: مستخدم ارجو تكونون واضحين عن اسباب الوفاة . هل بسبب اثار جانبية من التطعيم ؟ مو معقولة كلها من كورونا . قبل تطعيم ماكانت النسبة جذي الحين فرق اعتقد السبب واضح واتقوا الله!!,,,,,,,,,0,0,0.99853516,0.00096178055,0.000620842,4
1747,MENTION يعني اللي حاشته كورونا وتشافى منها صار محصن..  ليش تمنعونه من ممارسة حياته بشكل طبيعي؟  بهدف اعطاءه تطعيم جرعات لم يتم حصرها !  ولم يتم معرفه اثاره البعيده !!,Covid Vaccine,مستخدم يعني اللي حاشته كورونا وتشافي منها صار محصن.. ليش تمنعونه من ممارسة حياته بشكل طبيعي؟ بهدف اعطاءه تطعيم جرعات لم يتم حصرها ! ولم يتم معرفه اثاره البعيده !!,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Covid Vaccine Text: مستخدم يعني اللي حاشته كورونا وتشافي منها صار محصن.. ليش تمنعونه من ممارسة حياته بشكل طبيعي؟ بهدف اعطاءه تطعيم جرعات لم يتم حصرها ! ولم يتم معرفه اثاره البعيده !!,,,,,,,,,0,0,0.99853516,0.00056123734,0.0007972717,4
1747,MENTION يعني اللي حاشته كورونا وتشافى منها صار محصن..  ليش تمنعونه من ممارسة حياته بشكل طبيعي؟  بهدف اعطاءه تطعيم جرعات لم يتم حصرها !  ولم يتم معرفه اثاره البعيده !!,Covid Vaccine,MENTION يعني اللي حاشته كورونا وتشافى منها صار محصن..  ليش تمنعونه من ممارسة حياته بشكل طبيعي؟  بهدف اعطاءه تطعيم جرعات لم يتم حصرها !  ولم يتم معرفه اثاره البعيده !!,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Covid Vaccine Text: MENTION يعني اللي حاشته كورونا وتشافى منها صار محصن..  ليش تمنعونه من ممارسة حياته بشكل طبيعي؟  بهدف اعطاءه تطعيم جرعات لم يتم حصرها !  ولم يتم معرفه اثاره البعيده !!,,MENTION يعني اللي حاشته كورونا وتشافى منها صار محصن..  ليش تمنعونه من ممارسة حياته بشكل طبيعي؟  بهدف اعطاءه تطعيم جرعات لم يتم حصرها !  ولم يتم معرفه اثاره البعيده !!,Covid Vaccine,0.7489,1.0,0.6838,2021-09-07 05:27:06+00:00,07/09/2021,0,0,0.9902344,0.0031528473,0.00642395,3
1756,  الا لقاح كورونا   كورونا نفسها  صارت منسيه حتى اخذو الناس اللقاح  ورجعت ارتفعت بشكل كبير خاصه بالرياض  لان أكثر من اخذو اللقاح من سكان الرياض     وعن اللقاحات الا اخذتوها  انا لا أخذت تطعيم في صغري ولا باخذها في كبري,Covid Vaccine,الا لقاح كورونا   كورونا نفسها  صارت منسيه حتى اخذو الناس اللقاح  ورجعت ارتفعت بشكل كبير خاصه بالرياض  لان أكثر من اخذو اللقاح من سكان الرياض     وعن اللقاحات الا اخذتوها  انا لا أخذت تطعيم في صغري ولا باخذها في كبري,Covid Vaccine,Against,0,Negative,0,No,0,,A_Explicit,,Target: Covid Vaccine Text: الا لقاح كورونا   كورونا نفسها  صارت منسيه حتى اخذو الناس اللقاح  ورجعت ارتفعت بشكل كبير خاصه بالرياض  لان أكثر من اخذو اللقاح من سكان الرياض     وعن اللقاحات الا اخذتوها  انا لا أخذت تطعيم في صغري ولا باخذها في كبري,,  الا لقاح كورونا   كورونا نفسها  صارت منسيه حتى اخذو الناس اللقاح  ورجعت ارتفعت بشكل كبير خاصه بالرياض  لان أكثر من اخذو اللقاح من سكان الرياض     وعن اللقاحات الا اخذتوها  انا لا أخذت تطعيم في صغري ولا باخذها في كبري,Covid Vaccine,1.0,1.0,0.3536,2021-02-03 13:22:24+00:00,03/02/2021,0,0,0.99560547,0.004016876,0.0002975464,4
1756,  الا لقاح كورونا   كورونا نفسها  صارت منسيه حتى اخذو الناس اللقاح  ورجعت ارتفعت بشكل كبير خاصه بالرياض  لان أكثر من اخذو اللقاح من سكان الرياض     وعن اللقاحات الا اخذتوها  انا لا أخذت تطعيم في صغري ولا باخذها في كبري,Covid Vaccine,الا لقاح كورونا كورونا نفسها صارت منسيه حتي اخذو الناس اللقاح ورجعت ارتفعت بشكل كبير خاصه بالرياض لان اكثر من اخذو اللقاح من سكان الرياض وعن اللقاحات الا اخذتوها انا لا اخذت تطعيم في صغري ولا باخذها في كبري,Covid Vaccine,Against,0,Negative,0,No,0,,A_Explicit,,Target: Covid Vaccine Text: الا لقاح كورونا كورونا نفسها صارت منسيه حتي اخذو الناس اللقاح ورجعت ارتفعت بشكل كبير خاصه بالرياض لان اكثر من اخذو اللقاح من سكان الرياض وعن اللقاحات الا اخذتوها انا لا اخذت تطعيم في صغري ولا باخذها في كبري,,,,,,,,,0,0,0.99902344,0.0006875992,0.00013887882,2
1759,MENTION صح عليك المرأة المُمكنه المستقبلة الموظفة وش يخليها تصبر على العنف والضرب والتعدد والخيانة والولاية ووو ؟؟  مافيه سبب عشان كذا مو عاجبك تمكين المرأة لأنه يسحب منك امتيازتك ويرجعك لحجمك الحقيقي   وصدقني يا مازن راح تبكي اكثر واكثر بالمستقبل 😂😂,Women empowerment,مستخدم صح عليك المراة المُمكنه المستقبلة الموظفة وش يخليها تصبر علي العنف والضرب والتعدد والخيانة والولاية وو ؟؟ مافيه سبب عشان كذا مو عاجبك تمكين المراة لانه يسحب منك امتيازتك ويرجعك لحجمك الحقيقي وصدقني يا مازن راح تبكي اكثر واكثر بالمستقبل 😂😂,Women empowerment,Against,0,Negative,0,No,0,,A_Explicit,,Target: Women empowerment Text: مستخدم صح عليك المراة المُمكنه المستقبلة الموظفة وش يخليها تصبر علي العنف والضرب والتعدد والخيانة والولاية وو ؟؟ مافيه سبب عشان كذا مو عاجبك تمكين المراة لانه يسحب منك امتيازتك ويرجعك لحجمك الحقيقي وصدقني يا مازن راح تبكي اكثر واكثر بالمستقبل 😂😂,,,,,,,,,0,2,0.008712769,0.0004210472,0.99072266,1
1759,MENTION صح عليك المرأة المُمكنه المستقبلة الموظفة وش يخليها تصبر على العنف والضرب والتعدد والخيانة والولاية ووو ؟؟  مافيه سبب عشان كذا مو عاجبك تمكين المرأة لأنه يسحب منك امتيازتك ويرجعك لحجمك الحقيقي   وصدقني يا مازن راح تبكي اكثر واكثر بالمستقبل 😂😂,Women empowerment,MENTION صح عليك المرأة المُمكنه المستقبلة الموظفة وش يخليها تصبر على العنف والضرب والتعدد والخيانة والولاية ووو ؟؟  مافيه سبب عشان كذا مو عاجبك تمكين المرأة لأنه يسحب منك امتيازتك ويرجعك لحجمك الحقيقي   وصدقني يا مازن راح تبكي اكثر واكثر بالمستقبل 😂😂,Women empowerment,Against,0,Negative,0,No,0,,A_Explicit,,Target: Women empowerment Text: MENTION صح عليك المرأة المُمكنه المستقبلة الموظفة وش يخليها تصبر على العنف والضرب والتعدد والخيانة والولاية ووو ؟؟  مافيه سبب عشان كذا مو عاجبك تمكين المرأة لأنه يسحب منك امتيازتك ويرجعك لحجمك الحقيقي   وصدقني يا مازن راح تبكي اكثر واكثر بالمستقبل 😂😂,,MENTION صح عليك المرأة المُمكنه المستقبلة الموظفة وش يخليها تصبر على العنف والضرب والتعدد والخيانة والولاية ووو ؟؟  مافيه سبب عشان كذا مو عاجبك تمكين المرأة لأنه يسحب منك امتيازتك ويرجعك لحجمك الحقيقي   وصدقني يا مازن راح تبكي اكثر واكثر بالمستقبل 😂😂,Women empowerment,0.597,0.5653,0.5968,2022-02-10 03:03:20+00:00,10/02/2022,0,2,0.073913574,0.0005912781,0.92529297,1
1773,MENTION طيب انا ماابي اخذه ليش الاجبار ذا .  اما تطعيم او لاتجي عملك ؟؟ هذا مو منطق . انا راضي اموت بكورونا لكن ماموت من الخوف من كورونا اللي يدفعني ل اخذ اللقاح  بعدين خلاص اللي اخذ بالتوفيق لك مو لازم كلنا نسوي مثلك,Covid Vaccine,MENTION طيب انا ماابي اخذه ليش الاجبار ذا .  اما تطعيم او لاتجي عملك ؟؟ هذا مو منطق . انا راضي اموت بكورونا لكن ماموت من الخوف من كورونا اللي يدفعني ل اخذ اللقاح  بعدين خلاص اللي اخذ بالتوفيق لك مو لازم كلنا نسوي مثلك,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Covid Vaccine Text: MENTION طيب انا ماابي اخذه ليش الاجبار ذا .  اما تطعيم او لاتجي عملك ؟؟ هذا مو منطق . انا راضي اموت بكورونا لكن ماموت من الخوف من كورونا اللي يدفعني ل اخذ اللقاح  بعدين خلاص اللي اخذ بالتوفيق لك مو لازم كلنا نسوي مثلك,,MENTION طيب انا ماابي اخذه ليش الاجبار ذا .  اما تطعيم او لاتجي عملك ؟؟ هذا مو منطق . انا راضي اموت بكورونا لكن ماموت من الخوف من كورونا اللي يدفعني ل اخذ اللقاح  بعدين خلاص اللي اخذ بالتوفيق لك مو لازم كلنا نسوي مثلك,Covid Vaccine,1.0,1.0,0.6981,2021-08-05 18:45:13+00:00,05/08/2021,0,0,0.99365234,0.0013055801,0.0052833557,4
1773,MENTION طيب انا ماابي اخذه ليش الاجبار ذا .  اما تطعيم او لاتجي عملك ؟؟ هذا مو منطق . انا راضي اموت بكورونا لكن ماموت من الخوف من كورونا اللي يدفعني ل اخذ اللقاح  بعدين خلاص اللي اخذ بالتوفيق لك مو لازم كلنا نسوي مثلك,Covid Vaccine,مستخدم طيب انا ماابي اخذه ليش الاجبار ذا . اما تطعيم او لاتجي عملك ؟؟ هذا مو منطق . انا راضي اموت بكورونا لكن ماموت من الخوف من كورونا اللي يدفعني ل اخذ اللقاح بعدين خلاص اللي اخذ بالتوفيق لك مو لازم كلنا نسوي مثلك,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Covid Vaccine Text: مستخدم طيب انا ماابي اخذه ليش الاجبار ذا . اما تطعيم او لاتجي عملك ؟؟ هذا مو منطق . انا راضي اموت بكورونا لكن ماموت من الخوف من كورونا اللي يدفعني ل اخذ اللقاح بعدين خلاص اللي اخذ بالتوفيق لك مو لازم كلنا نسوي مثلك,,,,,,,,,0,0,0.9951172,0.00096559525,0.004047394,4
1796,الدول كل الدول تستغل الكورونا بأشكال خطيرة سنشعر بها ونرى اثارها بعد انتهاء الوباء  زيادة السيطرة على الناس  زيادة التحكم والرقابة التحول الإلكتروني  وغيره الكثير  #أسعار_النفط #خليك_بالبيت #فايورس_كورونا #دول_الخليج #Covid_19,Digital Transformation,الدول كل الدول تستغل الكورونا باشكال خطيرة سنشعر بها ونري اثارها بعد انتهاء الوباء زيادة السيطرة علي الناس زيادة التحكم والرقابة التحول الالكتروني وغيره الكثير #اسعار النفط #خليك بالبيت #فايورس كورونا #دول الخليج #Covid 19,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: الدول كل الدول تستغل الكورونا باشكال خطيرة سنشعر بها ونري اثارها بعد انتهاء الوباء زيادة السيطرة علي الناس زيادة التحكم والرقابة التحول الالكتروني وغيره الكثير #اسعار النفط #خليك بالبيت #فايورس كورونا #دول الخليج #Covid 19,,,,,,,,,0,0,0.9980469,0.0011281967,0.0005879402,4
1796,الدول كل الدول تستغل الكورونا بأشكال خطيرة سنشعر بها ونرى اثارها بعد انتهاء الوباء  زيادة السيطرة على الناس  زيادة التحكم والرقابة التحول الإلكتروني  وغيره الكثير  #أسعار_النفط #خليك_بالبيت #فايورس_كورونا #دول_الخليج #Covid_19,Digital Transformation,الدول كل الدول تستغل الكورونا بأشكال خطيرة سنشعر بها ونرى اثارها بعد انتهاء الوباء  زيادة السيطرة على الناس  زيادة التحكم والرقابة التحول الإلكتروني  وغيره الكثير  #أسعار_النفط #خليك_بالبيت #فايورس_كورونا #دول_الخليج #Covid_19,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: الدول كل الدول تستغل الكورونا بأشكال خطيرة سنشعر بها ونرى اثارها بعد انتهاء الوباء  زيادة السيطرة على الناس  زيادة التحكم والرقابة التحول الإلكتروني  وغيره الكثير  #أسعار_النفط #خليك_بالبيت #فايورس_كورونا #دول_الخليج #Covid_19,,الدول كل الدول تستغل الكورونا بأشكال خطيرة سنشعر بها ونرى اثارها بعد انتهاء الوباء  زيادة السيطرة على الناس  زيادة التحكم والرقابة التحول الإلكتروني  وغيره الكثير  #أسعار_النفط #خليك_بالبيت #فايورس_كورونا #دول_الخليج #Covid_19,Digital Transformation,0.7411,1.0,1.0,2020-04-20 22:53:10+00:00,20/04/2020,0,0,0.99902344,0.00082588196,0.00038933754,1
1803, التحول الالكتروني بطئ جدًا من يوم كنت طالب مدرسة الابتدائية اسمع حكومة الكترونية إلين اليوم عدنا شياب وبعدنا على الاستخدام الورقي والتحول ببطء شديد .. لك أن تتصور المصاريف الهائلة اللامبررة بسبب الورق ؟,Digital Transformation,التحول الالكتروني بطئ جدًا من يوم كنت طالب مدرسة الابتدائية اسمع حكومة الكترونية الين اليوم عدنا شياب وبعدنا علي الاستخدام الورقي والتحول ببطء شديد .. لك ان تتصور المصاريف الهائلة اللامبررة بسبب الورق ؟,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: التحول الالكتروني بطئ جدًا من يوم كنت طالب مدرسة الابتدائية اسمع حكومة الكترونية الين اليوم عدنا شياب وبعدنا علي الاستخدام الورقي والتحول ببطء شديد .. لك ان تتصور المصاريف الهائلة اللامبررة بسبب الورق ؟,,,,,,,,,0,0,0.99316406,0.0015287399,0.005207062,2
1803, التحول الالكتروني بطئ جدًا من يوم كنت طالب مدرسة الابتدائية اسمع حكومة الكترونية إلين اليوم عدنا شياب وبعدنا على الاستخدام الورقي والتحول ببطء شديد .. لك أن تتصور المصاريف الهائلة اللامبررة بسبب الورق ؟,Digital Transformation,التحول الالكتروني بطئ جدًا من يوم كنت طالب مدرسة الابتدائية اسمع حكومة الكترونية إلين اليوم عدنا شياب وبعدنا على الاستخدام الورقي والتحول ببطء شديد .. لك أن تتصور المصاريف الهائلة اللامبررة بسبب الورق ؟,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: التحول الالكتروني بطئ جدًا من يوم كنت طالب مدرسة الابتدائية اسمع حكومة الكترونية إلين اليوم عدنا شياب وبعدنا على الاستخدام الورقي والتحول ببطء شديد .. لك أن تتصور المصاريف الهائلة اللامبررة بسبب الورق ؟,, التحول الالكتروني بطئ جدًا من يوم كنت طالب مدرسة الابتدائية اسمع حكومة الكترونية إلين اليوم عدنا شياب وبعدنا على الاستخدام الورقي والتحول ببطء شديد .. لك أن تتصور المصاريف الهائلة اللامبررة بسبب الورق ؟,Digital Transformation,1.0,1.0,0.4252,2021-01-01 16:14:10+00:00,01/01/2021,0,0,0.9213867,0.0715332,0.0069122314,3
